KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;163506;false
KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;127677;false
KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;64778;false
KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;34909;false
KOMITET WYBORCZY NOWA LEWICA;34601;false
KOMITET WYBORCZY POLSKA JEST JEDNA;10950;false
KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY;7683;false
KOMITET WYBORCZY NORMALNY KRAJ;1242;false
